show_id,duration,type_id
s6716,102 min,1
s6717,108 min,1
s6718,1 Season,2
s6719,1 Season,2
s6720,133 min,1
s6721,58 min,1
s6722,79 min,1
s6723,101 min,1
s6724,81 min,1
s6725,2 Seasons,2
s6726,99 min,1
s6727,106 min,1
s6728,103 min,1
s6729,1 Season,2
s6730,92 min,1
s6731,89 min,1
s6732,1 Season,2
s6733,1 Season,2
s6734,150 min,1
s6735,80 min,1
s6736,124 min,1
s6737,99 min,1
s6738,29 min,1
s6739,91 min,1
s6740,102 min,1
s6741,94 min,1
s6742,1 Season,2
s6743,6 Seasons,2
s6744,118 min,1
s6745,1 Season,2
s6746,70 min,1
s6747,181 min,1
s6748,101 min,1
s6749,29 min,1
s6750,92 min,1
s6751,2 Seasons,2
s6752,94 min,1
s6753,118 min,1
s6754,98 min,1
s6755,90 min,1
s6756,93 min,1
s6757,114 min,1
s6758,99 min,1
s6759,96 min,1
s6760,102 min,1
s6761,90 min,1
s6762,49 min,1
s6763,61 min,1
s6764,2 Seasons,2
s6765,60 min,1
s6766,104 min,1
s6767,3 Seasons,2
s6768,119 min,1
s6769,102 min,1
s6770,83 min,1
s6771,1 Season,2
s6772,88 min,1
s6773,86 min,1
s6774,1 Season,2
s6775,1 Season,2
s6776,90 min,1
s6777,134 min,1
s6778,92 min,1
s6779,145 min,1
s6780,95 min,1
s6781,93 min,1
s6782,84 min,1
s6783,1 Season,2
s6784,81 min,1
s6785,98 min,1
s6786,1 Season,2
s6787,74 min,1
s6788,87 min,1
s6789,1 Season,2
s6790,96 min,1
s6791,88 min,1
s6792,1 Season,2
s6793,118 min,1
s6794,113 min,1
s6795,86 min,1
s6796,11 Seasons,2
s6797,91 min,1
s6798,115 min,1
s6799,112 min,1
s6800,103 min,1
s6801,116 min,1
s6802,72 min,1
s6803,104 min,1
s6804,4 Seasons,2
s6805,97 min,1
s6806,92 min,1
s6807,10 Seasons,2
s6808,93 min,1
s6809,93 min,1
s6810,99 min,1
s6811,1 Season,2
s6812,47 min,1
s6813,52 min,1
s6814,97 min,1
s6815,88 min,1
s6816,106 min,1
s6817,97 min,1
s6818,88 min,1
s6819,88 min,1
s6820,132 min,1
s6821,1 Season,2
s6822,108 min,1
s6823,2 Seasons,2
s6824,111 min,1
s6825,1 Season,2
s6826,1 Season,2
s6827,167 min,1
s6828,1 Season,2
s6829,96 min,1
s6830,95 min,1
s6831,107 min,1
s6832,118 min,1
s6833,130 min,1
s6834,90 min,1
s6835,1 Season,2
s6836,1 Season,2
s6837,1 Season,2
s6838,87 min,1
s6839,1 Season,2
s6840,109 min,1
s6841,103 min,1
s6842,1 Season,2
s6843,110 min,1
s6844,85 min,1
s6845,163 min,1
s6846,100 min,1
s6847,58 min,1
s6848,110 min,1
s6849,58 min,1
s6850,1 Season,2
s6851,56 min,1
s6852,161 min,1
s6853,141 min,1
s6854,115 min,1
s6855,90 min,1
s6856,103 min,1
s6857,77 min,1
s6858,1 Season,2
s6859,111 min,1
s6860,103 min,1
s6861,129 min,1
s6862,113 min,1
s6863,106 min,1
s6864,105 min,1
s6865,137 min,1
s6866,22 min,1
s6867,130 min,1
s6868,89 min,1
s6869,2 Seasons,2
s6870,110 min,1
s6871,148 min,1
s6872,2 Seasons,2
s6873,100 min,1
s6874,1 Season,2
s6875,90 min,1
s6876,103 min,1
s6877,75 min,1
s6878,99 min,1
s6879,93 min,1
s6880,90 min,1
s6881,145 min,1
s6882,95 min,1
s6883,92 min,1
s6884,90 min,1
s6885,137 min,1
s6886,6 Seasons,2
s6887,98 min,1
s6888,109 min,1
s6889,117 min,1
s6890,2 Seasons,2
s6891,3 Seasons,2
s6892,93 min,1
s6893,57 min,1
s6894,110 min,1
s6895,2 Seasons,2
s6896,1 Season,2
s6897,95 min,1
s6898,102 min,1
s6899,97 min,1
s6900,82 min,1
s6901,90 min,1
s6902,2 Seasons,2
s6903,57 min,1
s6904,91 min,1
s6905,100 min,1
s6906,101 min,1
s6907,2 Seasons,2
s6908,138 min,1
s6909,95 min,1
s6910,116 min,1
s6911,117 min,1
s6912,65 min,1
s6913,158 min,1
s6914,110 min,1
s6915,79 min,1
s6916,99 min,1
s6917,86 min,1
s6918,3 Seasons,2
s6919,138 min,1
s6920,1 Season,2
s6921,91 min,1
s6922,79 min,1
s6923,2 Seasons,2
s6924,1 Season,2
s6925,79 min,1
s6926,96 min,1
s6927,55 min,1
s6928,101 min,1
s6929,88 min,1
s6930,95 min,1
s6931,1 Season,2
s6932,87 min,1
s6933,1 Season,2
s6934,83 min,1
s6935,90 min,1
s6936,4 Seasons,2
s6937,151 min,1
s6938,1 Season,2
s6939,89 min,1
s6940,99 min,1
s6941,86 min,1
s6942,5 Seasons,2
s6943,85 min,1
s6944,93 min,1
s6945,89 min,1
s6946,89 min,1
s6947,90 min,1
s6948,104 min,1
s6949,107 min,1
s6950,124 min,1
s6951,87 min,1
s6952,2 Seasons,2
s6953,94 min,1
s6954,1 Season,2
s6955,86 min,1
s6956,5 Seasons,2
s6957,102 min,1
s6958,122 min,1
s6959,126 min,1
s6960,87 min,1
s6961,156 min,1
s6962,97 min,1
s6963,89 min,1
s6964,2 Seasons,2
s6965,88 min,1
s6966,1 Season,2
s6967,96 min,1
s6968,104 min,1
s6969,80 min,1
s6970,3 Seasons,2
s6971,5 Seasons,2
s6972,3 Seasons,2
s6973,95 min,1
s6974,97 min,1
s6975,1 Season,2
s6976,118 min,1
s6977,1 Season,2
s6978,118 min,1
s6979,44 min,1
s6980,54 min,1
s6981,170 min,1
s6982,1 Season,2
s6983,118 min,1
s6984,128 min,1
s6985,106 min,1
s6986,103 min,1
s6987,92 min,1
s6988,102 min,1
s6989,126 min,1
s6990,73 min,1
s6991,111 min,1
s6992,100 min,1
s6993,86 min,1
s6994,95 min,1
s6995,79 min,1
s6996,81 min,1
s6997,3 Seasons,2
s6998,120 min,1
s6999,1 Season,2
s7000,85 min,1
s7001,96 min,1
s7002,91 min,1
s7003,134 min,1
s7004,93 min,1
s7005,82 min,1
s7006,88 min,1
s7007,1 Season,2
s7008,96 min,1
s7009,97 min,1
s7010,101 min,1
s7011,88 min,1
s7012,84 min,1
s7013,110 min,1
s7014,105 min,1
s7015,116 min,1
s7016,94 min,1
s7017,110 min,1
s7018,1 Season,2
s7019,116 min,1
s7020,51 min,1
s7021,103 min,1
s7022,83 min,1
s7023,176 min,1
s7024,149 min,1
s7025,1 Season,2
s7026,79 min,1
s7027,97 min,1
s7028,91 min,1
s7029,1 Season,2
s7030,2 Seasons,2
s7031,85 min,1
s7032,85 min,1
s7033,117 min,1
s7034,2 Seasons,2
s7035,84 min,1
s7036,106 min,1
s7037,107 min,1
s7038,98 min,1
s7039,54 min,1
s7040,1 Season,2
s7041,139 min,1
s7042,88 min,1
s7043,93 min,1
s7044,91 min,1
s7045,89 min,1
s7046,106 min,1
s7047,116 min,1
s7048,100 min,1
s7049,96 min,1
s7050,119 min,1
s7051,2 Seasons,2
s7052,108 min,1
s7053,104 min,1
s7054,124 min,1
s7055,1 Season,2
s7056,87 min,1
s7057,75 min,1
s7058,108 min,1
s7059,103 min,1
s7060,1 Season,2
s7061,103 min,1
s7062,89 min,1
s7063,103 min,1
s7064,89 min,1
s7065,119 min,1
s7066,106 min,1
s7067,90 min,1
s7068,118 min,1
s7069,95 min,1
s7070,1 Season,2
s7071,123 min,1
s7072,127 min,1
s7073,116 min,1
s7074,119 min,1
s7075,99 min,1
s7076,90 min,1
s7077,90 min,1
s7078,153 min,1
s7079,106 min,1
s7080,141 min,1
s7081,1 Season,2
s7082,1 Season,2
s7083,1 Season,2
s7084,1 Season,2
s7085,122 min,1
s7086,2 Seasons,2
s7087,87 min,1
s7088,102 min,1
s7089,88 min,1
s7090,99 min,1
s7091,99 min,1
s7092,134 min,1
s7093,91 min,1
s7094,88 min,1
s7095,127 min,1
s7096,137 min,1
s7097,77 min,1
s7098,71 min,1
s7099,2 Seasons,2
s7100,130 min,1
s7101,1 Season,2
s7102,1 Season,2
s7103,140 min,1
s7104,101 min,1
s7105,101 min,1
s7106,91 min,1
s7107,84 min,1
s7108,88 min,1
s7109,68 min,1
s7110,163 min,1
s7111,93 min,1
s7112,86 min,1
s7113,1 Season,2
s7114,154 min,1
s7115,92 min,1
s7116,132 min,1
s7117,22 min,1
s7118,132 min,1
s7119,94 min,1
s7120,132 min,1
s7121,1 Season,2
s7122,105 min,1
s7123,97 min,1
s7124,2 Seasons,2
s7125,109 min,1
s7126,2 Seasons,2
s7127,134 min,1
s7128,53 min,1
s7129,84 min,1
s7130,1 Season,2
s7131,102 min,1
s7132,1 Season,2
s7133,79 min,1
s7134,181 min,1
s7135,90 min,1
s7136,79 min,1
s7137,133 min,1
s7138,125 min,1
s7139,80 min,1
s7140,101 min,1
s7141,1 Season,2
s7142,135 min,1
s7143,1 Season,2
s7144,1 Season,2
s7145,133 min,1
s7146,91 min,1
s7147,52 min,1
s7148,123 min,1
s7149,2 Seasons,2
s7150,113 min,1
s7151,107 min,1
s7152,128 min,1
s7153,94 min,1
s7154,95 min,1
s7155,106 min,1
s7156,1 Season,2
s7157,138 min,1
s7158,1 Season,2
s7159,139 min,1
s7160,132 min,1
s7161,173 min,1
s7162,105 min,1
s7163,148 min,1
s7164,120 min,1
s7165,85 min,1
s7166,113 min,1
s7167,99 min,1
s7168,41 min,1
s7169,110 min,1
s7170,137 min,1
s7171,118 min,1
s7172,140 min,1
s7173,85 min,1
s7174,116 min,1
s7175,133 min,1
s7176,1 Season,2
s7177,1 Season,2
s7178,1 Season,2
s7179,89 min,1
s7180,75 min,1
s7181,67 min,1
s7182,90 min,1
s7183,1 Season,2
s7184,170 min,1
s7185,1 Season,2
s7186,1 Season,2
s7187,124 min,1
s7188,1 Season,2
s7189,120 min,1
s7190,157 min,1
s7191,124 min,1
s7192,110 min,1
s7193,90 min,1
s7194,97 min,1
s7195,108 min,1
s7196,95 min,1
s7197,2 Seasons,2
s7198,111 min,1
s7199,137 min,1
s7200,100 min,1
s7201,53 min,1
s7202,87 min,1
s7203,106 min,1
s7204,86 min,1
s7205,100 min,1
s7206,103 min,1
s7207,109 min,1
s7208,81 min,1
s7209,98 min,1
s7210,1 Season,2
s7211,114 min,1
s7212,87 min,1
s7213,132 min,1
s7214,116 min,1
s7215,1 Season,2
s7216,1 Season,2
s7217,92 min,1
s7218,2 Seasons,2
s7219,99 min,1
s7220,63 min,1
s7221,121 min,1
s7222,56 min,1
s7223,1 Season,2
s7224,96 min,1
s7225,115 min,1
s7226,117 min,1
s7227,58 min,1
s7228,62 min,1
s7229,65 min,1
s7230,61 min,1
s7231,65 min,1
s7232,65 min,1
s7233,58 min,1
s7234,60 min,1
s7235,81 min,1
s7236,1 Season,2
s7237,85 min,1
s7238,93 min,1
s7239,126 min,1
s7240,99 min,1
s7241,79 min,1
s7242,26 min,1
s7243,107 min,1
s7244,133 min,1
s7245,95 min,1
s7246,1 Season,2
s7247,100 min,1
s7248,149 min,1
s7249,52 min,1
s7250,165 min,1
s7251,104 min,1
s7252,114 min,1
s7253,109 min,1
s7254,88 min,1
s7255,3 Seasons,2
s7256,1 Season,2
s7257,1 Season,2
s7258,1 Season,2
s7259,1 Season,2
s7260,143 min,1
s7261,112 min,1
s7262,101 min,1
s7263,110 min,1
s7264,83 min,1
s7265,1 Season,2
s7266,145 min,1
s7267,3 Seasons,2
s7268,87 min,1
s7269,1 Season,2
s7270,86 min,1
s7271,115 min,1
s7272,93 min,1
s7273,121 min,1
s7274,54 min,1
s7275,100 min,1
s7276,37 min,1
s7277,33 min,1
s7278,35 min,1
s7279,32 min,1
s7280,1 Season,2
s7281,147 min,1
s7282,110 min,1
s7283,97 min,1
s7284,108 min,1
s7285,101 min,1
s7286,1 Season,2
s7287,100 min,1
s7288,3 Seasons,2
s7289,1 Season,2
s7290,48 min,1
s7291,44 min,1
s7292,1 Season,2
s7293,78 min,1
s7294,103 min,1
s7295,58 min,1
s7296,3 Seasons,2
s7297,90 min,1
s7298,1 Season,2
s7299,89 min,1
s7300,83 min,1
s7301,1 Season,2
s7302,1 Season,2
s7303,84 min,1
s7304,104 min,1
s7305,99 min,1
s7306,105 min,1
s7307,94 min,1
s7308,2 Seasons,2
s7309,150 min,1
s7310,111 min,1
s7311,116 min,1
s7312,92 min,1
s7313,1 Season,2
s7314,23 min,1
s7315,25 min,1
s7316,85 min,1
s7317,90 min,1
s7318,68 min,1
s7319,67 min,1
s7320,66 min,1
s7321,91 min,1
s7322,4 Seasons,2
s7323,87 min,1
s7324,98 min,1
s7325,1 Season,2
s7326,1 Season,2
s7327,108 min,1
s7328,85 min,1
s7329,95 min,1
s7330,103 min,1
s7331,118 min,1
s7332,2 Seasons,2
s7333,153 min,1
s7334,1 Season,2
s7335,96 min,1
s7336,88 min,1
s7337,116 min,1
s7338,155 min,1
s7339,1 Season,2
s7340,88 min,1
s7341,1 Season,2
s7342,92 min,1
s7343,5 Seasons,2
s7344,1 Season,2
s7345,98 min,1
s7346,103 min,1
s7347,163 min,1
s7348,93 min,1
s7349,1 Season,2
s7350,1 Season,2
s7351,77 min,1
s7352,97 min,1
s7353,115 min,1
s7354,1 Season,2
s7355,103 min,1
s7356,82 min,1
s7357,77 min,1
s7358,79 min,1
s7359,98 min,1
s7360,1 Season,2
s7361,131 min,1
s7362,110 min,1
s7363,100 min,1
s7364,117 min,1
s7365,107 min,1
s7366,76 min,1
s7367,118 min,1
s7368,93 min,1
s7369,7 Seasons,2
s7370,99 min,1
s7371,84 min,1
s7372,102 min,1
s7373,134 min,1
s7374,78 min,1
s7375,95 min,1
s7376,1 Season,2
s7377,1 Season,2
s7378,73 min,1
s7379,110 min,1
s7380,75 min,1
s7381,119 min,1
s7382,1 Season,2
s7383,1 Season,2
s7384,1 Season,2
s7385,92 min,1
s7386,1 Season,2
s7387,137 min,1
s7388,192 min,1
s7389,132 min,1
s7390,91 min,1
s7391,105 min,1
s7392,88 min,1
s7393,1 Season,2
s7394,155 min,1
s7395,103 min,1
s7396,97 min,1
s7397,92 min,1
s7398,98 min,1
s7399,89 min,1
s7400,112 min,1
s7401,75 min,1
s7402,89 min,1
s7403,99 min,1
s7404,107 min,1
s7405,1 Season,2
s7406,29 min,1
s7407,4 Seasons,2
s7408,94 min,1
s7409,1 Season,2
s7410,2 Seasons,2
s7411,90 min,1
s7412,104 min,1
s7413,55 min,1
s7414,83 min,1
s7415,77 min,1
s7416,72 min,1
s7417,103 min,1
s7418,131 min,1
s7419,1 Season,2
s7420,138 min,1
s7421,143 min,1
s7422,80 min,1
s7423,132 min,1
s7424,84 min,1
s7425,99 min,1
s7426,93 min,1
s7427,114 min,1
s7428,100 min,1
s7429,132 min,1
s7430,83 min,1
s7431,105 min,1
s7432,112 min,1
s7433,94 min,1
s7434,90 min,1
s7435,48 min,1
s7436,1 Season,2
s7437,1 Season,2
s7438,110 min,1
s7439,1 Season,2
s7440,84 min,1
s7441,118 min,1
s7442,86 min,1
s7443,98 min,1
s7444,88 min,1
s7445,81 min,1
s7446,112 min,1
s7447,1 Season,2
s7448,1 Season,2
s7449,106 min,1
s7450,1 Season,2
s7451,148 min,1
s7452,105 min,1
s7453,92 min,1
s7454,1 Season,2
s7455,112 min,1
s7456,1 Season,2
s7457,128 min,1
s7458,2 Seasons,2
s7459,128 min,1
s7460,1 Season,2
s7461,136 min,1
s7462,106 min,1
s7463,129 min,1
s7464,1 Season,2
s7465,90 min,1
s7466,130 min,1
s7467,85 min,1
s7468,90 min,1
s7469,1 Season,2
s7470,94 min,1
s7471,86 min,1
s7472,100 min,1
s7473,107 min,1
s7474,93 min,1
s7475,109 min,1
s7476,109 min,1
s7477,92 min,1
s7478,93 min,1
s7479,100 min,1
s7480,141 min,1
s7481,1 Season,2
s7482,119 min,1
s7483,84 min,1
s7484,1 Season,2
s7485,96 min,1
s7486,1 Season,2
s7487,83 min,1
s7488,117 min,1
s7489,93 min,1
s7490,73 min,1
s7491,72 min,1
s7492,46 min,1
s7493,74 min,1
s7494,46 min,1
s7495,46 min,1
s7496,74 min,1
s7497,71 min,1
s7498,72 min,1
s7499,76 min,1
s7500,23 min,1
s7501,60 min,1
s7502,46 min,1
s7503,2 Seasons,2
s7504,101 min,1
s7505,1 Season,2
s7506,1 Season,2
s7507,97 min,1
s7508,111 min,1
s7509,96 min,1
s7510,135 min,1
s7511,91 min,1
s7512,84 min,1
s7513,121 min,1
s7514,109 min,1
s7515,74 min,1
s7516,94 min,1
s7517,105 min,1
s7518,97 min,1
s7519,102 min,1
s7520,86 min,1
s7521,88 min,1
s7522,2 Seasons,2
s7523,90 min,1
s7524,131 min,1
s7525,158 min,1
s7526,85 min,1
s7527,110 min,1
s7528,79 min,1
s7529,3 Seasons,2
s7530,2 Seasons,2
s7531,185 min,1
s7532,80 min,1
s7533,116 min,1
s7534,95 min,1
s7535,99 min,1
s7536,77 min,1
s7537,91 min,1
s7538,115 min,1
s7539,1 Season,2
s7540,68 min,1
s7541,1 Season,2
s7542,72 min,1
s7543,73 min,1
s7544,104 min,1
s7545,90 min,1
s7546,99 min,1
s7547,109 min,1
s7548,1 Season,2
s7549,108 min,1
s7550,99 min,1
s7551,99 min,1
s7552,1 Season,2
s7553,88 min,1
s7554,92 min,1
s7555,73 min,1
s7556,85 min,1
s7557,91 min,1
s7558,171 min,1
s7559,80 min,1
s7560,102 min,1
s7561,76 min,1
s7562,92 min,1
s7563,82 min,1
s7564,42 min,1
s7565,131 min,1
s7566,165 min,1
s7567,91 min,1
s7568,101 min,1
s7569,1 Season,2
s7570,1 Season,2
s7571,53 min,1
s7572,1 Season,2
s7573,1 Season,2
s7574,1 Season,2
s7575,3 Seasons,2
s7576,59 min,1
s7577,3 Seasons,2
s7578,108 min,1
s7579,89 min,1
s7580,91 min,1
s7581,84 min,1
s7582,96 min,1
s7583,124 min,1
s7584,87 min,1
s7585,113 min,1
s7586,118 min,1
s7587,2 Seasons,2
s7588,97 min,1
s7589,1 Season,2
s7590,1 Season,2
s7591,161 min,1
s7592,116 min,1
s7593,104 min,1
s7594,1 Season,2
s7595,89 min,1
s7596,92 min,1
s7597,90 min,1
s7598,1 Season,2
s7599,50 min,1
s7600,53 min,1
s7601,113 min,1
s7602,53 min,1
s7603,54 min,1
s7604,53 min,1
s7605,54 min,1
s7606,113 min,1
s7607,53 min,1
s7608,53 min,1
s7609,53 min,1
s7610,54 min,1
s7611,54 min,1
s7612,52 min,1
s7613,54 min,1
s7614,54 min,1
s7615,53 min,1
s7616,53 min,1
s7617,53 min,1
s7618,113 min,1
s7619,53 min,1
s7620,86 min,1
s7621,102 min,1
s7622,114 min,1
s7623,99 min,1
s7624,1 Season,2
s7625,1 Season,2
s7626,55 min,1
s7627,91 min,1
s7628,1 Season,2
s7629,7 Seasons,2
s7630,1 Season,2
s7631,117 min,1
s7632,124 min,1
s7633,1 Season,2
s7634,122 min,1
s7635,84 min,1
s7636,84 min,1
s7637,120 min,1
s7638,127 min,1
s7639,122 min,1
s7640,125 min,1
s7641,1 Season,2
s7642,107 min,1
s7643,91 min,1
s7644,103 min,1
s7645,103 min,1
s7646,106 min,1
s7647,2 Seasons,2
s7648,102 min,1
s7649,1 Season,2
s7650,1 Season,2
s7651,97 min,1
s7652,89 min,1
s7653,92 min,1
s7654,107 min,1
s7655,86 min,1
s7656,70 min,1
s7657,66 min,1
s7658,72 min,1
s7659,111 min,1
s7660,166 min,1
s7661,135 min,1
s7662,92 min,1
s7663,87 min,1
s7664,92 min,1
s7665,89 min,1
s7666,93 min,1
s7667,1 Season,2
s7668,90 min,1
s7669,76 min,1
s7670,86 min,1
s7671,111 min,1
s7672,1 Season,2
s7673,124 min,1
s7674,93 min,1
s7675,1 Season,2
s7676,1 Season,2
s7677,139 min,1
s7678,91 min,1
s7679,86 min,1
s7680,3 Seasons,2
s7681,122 min,1
s7682,96 min,1
s7683,88 min,1
s7684,93 min,1
s7685,90 min,1
s7686,103 min,1
s7687,102 min,1
s7688,105 min,1
s7689,117 min,1
s7690,1 Season,2
s7691,126 min,1
s7692,89 min,1
s7693,82 min,1
s7694,1 Season,2
s7695,82 min,1
s7696,98 min,1
s7697,96 min,1
s7698,108 min,1
s7699,1 Season,2
s7700,91 min,1
s7701,163 min,1
s7702,112 min,1
s7703,137 min,1
s7704,89 min,1
s7705,86 min,1
s7706,2 Seasons,2
s7707,187 min,1
s7708,109 min,1
s7709,77 min,1
s7710,7 Seasons,2
s7711,1 Season,2
s7712,84 min,1
s7713,140 min,1
s7714,68 min,1
s7715,117 min,1
s7716,105 min,1
s7717,91 min,1
s7718,104 min,1
s7719,1 Season,2
s7720,114 min,1
s7721,112 min,1
s7722,5 Seasons,2
s7723,48 min,1
s7724,95 min,1
s7725,89 min,1
s7726,3 Seasons,2
s7727,108 min,1
s7728,72 min,1
s7729,109 min,1
s7730,5 Seasons,2
s7731,105 min,1
s7732,92 min,1
s7733,95 min,1
s7734,108 min,1
s7735,85 min,1
s7736,126 min,1
s7737,118 min,1
s7738,125 min,1
s7739,112 min,1
s7740,96 min,1
s7741,81 min,1
s7742,81 min,1
s7743,92 min,1
s7744,1 Season,2
s7745,127 min,1
s7746,81 min,1
s7747,133 min,1
s7748,1 Season,2
s7749,1 Season,2
s7750,81 min,1
s7751,108 min,1
s7752,120 min,1
s7753,149 min,1
s7754,92 min,1
s7755,96 min,1
s7756,114 min,1
s7757,8 Seasons,2
s7758,77 min,1
s7759,90 min,1
s7760,1 Season,2
s7761,1 Season,2
s7762,1 Season,2
s7763,1 Season,2
s7764,1 Season,2
s7765,1 Season,2
s7766,1 Season,2
s7767,1 Season,2
s7768,1 Season,2
s7769,1 Season,2
s7770,1 Season,2
s7771,1 Season,2
s7772,1 Season,2
s7773,1 Season,2
s7774,1 Season,2
s7775,24 min,1
s7776,46 min,1
s7777,24 min,1
s7778,1 Season,2
s7779,55 min,1
s7780,1 Season,2
s7781,24 min,1
s7782,23 min,1
s7783,1 Season,2
s7784,1 Season,2
s7785,1 Season,2
s7786,1 Season,2
s7787,1 Season,2
s7788,24 min,1
s7789,24 min,1
s7790,106 min,1
s7791,52 min,1
s7792,127 min,1
s7793,86 min,1
s7794,131 min,1
s7795,93 min,1
s7796,1 Season,2
s7797,97 min,1
s7798,84 min,1
s7799,1 Season,2
s7800,83 min,1
s7801,2 Seasons,2
s7802,165 min,1
s7803,154 min,1
s7804,158 min,1
s7805,89 min,1
s7806,149 min,1
s7807,3 Seasons,2
s7808,96 min,1
s7809,1 Season,2
s7810,106 min,1
s7811,1 Season,2
s7812,128 min,1
s7813,1 Season,2
s7814,1 Season,2
s7815,98 min,1
s7816,1 Season,2
s7817,99 min,1
s7818,113 min,1
s7819,71 min,1
s7820,83 min,1
s7821,129 min,1
s7822,117 min,1
s7823,93 min,1
s7824,124 min,1
s7825,177 min,1
s7826,104 min,1
s7827,113 min,1
s7828,178 min,1
s7829,1 Season,2
s7830,90 min,1
s7831,154 min,1
s7832,122 min,1
s7833,115 min,1
s7834,126 min,1
s7835,88 min,1
s7836,1 Season,2
s7837,99 min,1
s7838,144 min,1
s7839,1 Season,2
s7840,111 min,1
s7841,1 Season,2
s7842,73 min,1
s7843,4 Seasons,2
s7844,81 min,1
s7845,114 min,1
s7846,112 min,1
s7847,80 min,1
s7848,13 Seasons,2
s7849,24 min,1
s7850,100 min,1
s7851,2 Seasons,2
s7852,96 min,1
s7853,88 min,1
s7854,95 min,1
s7855,112 min,1
s7856,112 min,1
s7857,6 Seasons,2
s7858,97 min,1
s7859,97 min,1
s7860,94 min,1
s7861,97 min,1
s7862,118 min,1
s7863,1 Season,2
s7864,95 min,1
s7865,1 Season,2
s7866,120 min,1
s7867,84 min,1
s7868,4 Seasons,2
s7869,101 min,1
s7870,103 min,1
s7871,5 Seasons,2
s7872,83 min,1
s7873,1 Season,2
s7874,107 min,1
s7875,136 min,1
s7876,96 min,1
s7877,45 min,1
s7878,92 min,1
s7879,1 Season,2
s7880,120 min,1
s7881,119 min,1
s7882,100 min,1
s7883,92 min,1
s7884,104 min,1
s7885,93 min,1
s7886,98 min,1
s7887,80 min,1
s7888,79 min,1
s7889,122 min,1
s7890,118 min,1
s7891,89 min,1
s7892,26 min,1
s7893,3 Seasons,2
s7894,62 min,1
s7895,137 min,1
s7896,121 min,1
s7897,8 Seasons,2
s7898,1 Season,2
s7899,103 min,1
s7900,92 min,1
s7901,89 min,1
s7902,97 min,1
s7903,134 min,1
s7904,116 min,1
s7905,110 min,1
s7906,88 min,1
s7907,3 Seasons,2
s7908,93 min,1
s7909,1 Season,2
s7910,72 min,1
s7911,141 min,1
s7912,82 min,1
s7913,117 min,1
s7914,118 min,1
s7915,91 min,1
s7916,105 min,1
s7917,94 min,1
s7918,137 min,1
s7919,1 Season,2
s7920,61 min,1
s7921,86 min,1
s7922,118 min,1
s7923,173 min,1
s7924,152 min,1
s7925,99 min,1
s7926,110 min,1
s7927,116 min,1
s7928,107 min,1
s7929,109 min,1
s7930,65 min,1
s7931,32 min,1
s7932,122 min,1
s7933,228 min,1
s7934,86 min,1
s7935,72 min,1
s7936,102 min,1
s7937,140 min,1
s7938,145 min,1
s7939,126 min,1
s7940,133 min,1
s7941,141 min,1
s7942,78 min,1
s7943,1 Season,2
s7944,150 min,1
s7945,153 min,1
s7946,83 min,1
s7947,95 min,1
s7948,93 min,1
s7949,1 Season,2
s7950,126 min,1
s7951,95 min,1
s7952,99 min,1
s7953,93 min,1
s7954,7 Seasons,2
s7955,93 min,1
s7956,88 min,1
s7957,88 min,1
s7958,195 min,1
s7959,120 min,1
s7960,77 min,1
s7961,112 min,1
s7962,121 min,1
s7963,117 min,1
s7964,90 min,1
s7965,110 min,1
s7966,86 min,1
s7967,95 min,1
s7968,101 min,1
s7969,1 Season,2
s7970,111 min,1
s7971,54 min,1
s7972,54 min,1
s7973,54 min,1
s7974,55 min,1
s7975,54 min,1
s7976,55 min,1
s7977,55 min,1
s7978,55 min,1
s7979,55 min,1
s7980,55 min,1
s7981,102 min,1
s7982,106 min,1
s7983,1 Season,2
s7984,69 min,1
s7985,1 Season,2
s7986,85 min,1
s7987,146 min,1
s7988,145 min,1
s7989,103 min,1
s7990,111 min,1
s7991,125 min,1
s7992,1 Season,2
s7993,115 min,1
s7994,1 Season,2
s7995,168 min,1
s7996,109 min,1
s7997,148 min,1
s7998,92 min,1
s7999,91 min,1
s8000,135 min,1
s8001,71 min,1
s8002,112 min,1
s8003,4 Seasons,2
s8004,128 min,1
s8005,168 min,1
s8006,45 min,1
s8007,75 min,1
s8008,71 min,1
s8009,122 min,1
s8010,97 min,1
s8011,89 min,1
s8012,98 min,1
s8013,115 min,1
s8014,96 min,1
s8015,119 min,1
s8016,1 Season,2
s8017,105 min,1
s8018,88 min,1
s8019,94 min,1
s8020,77 min,1
s8021,2 Seasons,2
s8022,1 Season,2
s8023,3 Seasons,2
s8024,143 min,1
s8025,127 min,1
s8026,92 min,1
s8027,87 min,1
s8028,83 min,1
s8029,95 min,1
s8030,96 min,1
s8031,3 Seasons,2
s8032,1 Season,2
s8033,107 min,1
s8034,100 min,1
s8035,49 min,1
s8036,94 min,1
s8037,101 min,1
s8038,89 min,1
s8039,135 min,1
s8040,107 min,1
s8041,1 Season,2
s8042,84 min,1
s8043,110 min,1
s8044,95 min,1
s8045,66 min,1
s8046,83 min,1
s8047,86 min,1
s8048,137 min,1
s8049,87 min,1
s8050,142 min,1
s8051,94 min,1
s8052,135 min,1
s8053,135 min,1
s8054,104 min,1
s8055,97 min,1
s8056,128 min,1
s8057,109 min,1
s8058,73 min,1
s8059,1 Season,2
s8060,106 min,1
s8061,94 min,1
s8062,85 min,1
s8063,1 Season,2
s8064,98 min,1
s8065,4 Seasons,2
s8066,96 min,1
s8067,75 min,1
